legal_articles,legal_violation_categories,violation_keywords,is_generic,before_legal_categories,reason_ai,original_big_category
《中华人民共和国反不正当竞争法》第九条第一款,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第九条第一款,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第九条第一款,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第九条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第九条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第五条第（二）项,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第十二条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第十三条第（三）项,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第九条第一款,不正当竞争/商业贿赂,ai,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《反不正当竞争法》第六条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《反不正当竞争法》第六条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《反不正当竞争法》第八条第一款,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《反不正当竞争法》第八条第一款,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《反不正当竞争法》第八条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《湖北省反不正当竞争条例》第二十七条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《反不正当竞争法》第八条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《反不正当竞争法》第二十二条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第八条第一款,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第八条第一款,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第八条第一款,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第八条第一款,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第八条第一款,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第八条第一款,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第八条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第八条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第八条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第八条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第八条第一款的规定,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第八条第一款,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《反不正当竞争法》第二十三条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第十三条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第六条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第六条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第六条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第六条,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《河北省反不正当竞争条例》第十条第一款第三项,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《北京市反不正当竞争条例》第三十八条第一款,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第十八条第一款,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《中华人民共和国反不正当竞争法》第二十条第一款,不正当竞争/商业贿赂,不正当竞争||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《河北省反不正当竞争条例》第四十条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《河北省反不正当竞争条例》第十条第（四）项,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《河北省反不正当竞争条例》第十四条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《河北省反不正当竞争条例》第40条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《河北省反不正当竞争条例》第16条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《河北省反不正当竞争条例》第14条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《浙江省反不正当竞争条例》第二十八条,不正当竞争/商业贿赂,不正当竞争||反不正当竞争条例||竞争,False,(匹配)市场秩序与竞争监管,,不正当竞争/商业贿赂
《上海市公共汽车和电车客运管理条例》第四十九条第一款第六项,交通运输,客运,False,,,交通运输违规
《教学车辆证》,交通运输,车辆,False,,,交通运输违规
《城市道路管理条例》第四十二条,交通运输,道路,False,,,交通运输违规
《河北省治理货运车辆超限超载规定》第十九条第一项,交通运输,车辆||超载||超限,False,,,交通运输违规
《浙江省城市道路管理办法》第三十六条,交通运输,道路,False,,,交通运输违规
《浙江省城市道路管理办法》第三十六条之规定,交通运输,道路,False,,,交通运输违规
《河北省治理货运车辆超限超载规定》第三十条第一款的规定,交通运输,车辆||超载||超限,False,,,交通运输违规
《河北省治理货运车辆超限超载规定》第三十条的规定,交通运输,车辆||超载||超限,False,,,交通运输违规
《浙江省城市道路管理办法》第二十七条第（一）项,交通运输,道路,False,,,交通运输违规
《河北省治理货运车辆超限超载规定》第十九条,交通运输,车辆||超载||超限,False,,,交通运输违规
《城市道路管理条例》第四十二条,交通运输,道路,False,,,交通运输违规
《城市道路管理条例》第四十二条,交通运输,道路,False,,,交通运输违规
《浙江省城市道路管理办法》第三十六条,交通运输,道路,False,,,交通运输违规
《浙江省城市道路管理办法》第三十六条的规定,交通运输,道路,False,,,交通运输违规
《城市道路管理条例》第四十二条,交通运输,道路,False,,,交通运输违规
《城市道路管理条例》第四十二条,交通运输,道路,False,,,交通运输违规
《城市道路管理条例》第三十五条,交通运输,道路,False,,,交通运输违规
《城市道路管理条例》第四十二条,交通运输,道路,False,,,交通运输违规
《城市道路管理条例》第四十二条第(二)项,交通运输,道路,False,,,交通运输违规
《汕头经济特区城市公共汽车交通条例》第二十九条,交通运输,ai,False,,,交通运输违规
《浙江省公路条例》第三十四条第一款,交通运输,ai,False,,,交通运输违规
《浙江省公路条例》第三十四条第一款,交通运输,ai,False,,,交通运输违规
《城市道路管理条例》第二十七条第一项,交通运输,道路,False,,,交通运输违规
《网络预约出租汽车经营服务管理暂行办法》第三十五条第一款第(一)项的规定,交通运输,ai,False,,,交通运输违规
《网络预约出租汽车经营服务管理暂行办法》第十七条,交通运输,ai,False,,,交通运输违规
《网络预约出租汽车经营服务管理暂行办法》第十七条,交通运输,ai,False,,,交通运输违规
《城市道路管理条例》第二十七条第七项,交通运输,道路,False,,,交通运输违规
《城市道路管理条例》第四十二条,交通运输,道路,False,,,交通运输违规
《中华人民共和国公路法》第五十六条第一款,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《广东省道路运输管理条例》第五十九条第四项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路旅客运输及客运站管理规定》第八十条第（一）项,交通运输违规,运输||道路||客运,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第五十条第一款,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第五十条第一款,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第五十条第一款,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第五十条第一款,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第五十条第一款,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第五十条,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第五十条,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《道路旅客运输及客运站管理规定》第八十条第一款,交通运输违规,运输||道路||客运,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第二十五条,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《新疆维吾尔自治区道路运输条例》第三十五条第二款的规定,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第五十五条,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第四十九条、第五十条第一款,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第七十六条第二项,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第七十六条第五项,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第七十六条第五项,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第七十六条第五项,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第二十二条第一款,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第七十六条第五项,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第七十六条第五项,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第七十六条第（五）项,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第七十六条第（五）项,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第七十六条第（五）项,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第七十六条第（五）项,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第五十五条,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《浙江省快递业促进条例》第三十一条第二款,交通运输违规,ai,True,(匹配)交通运输,快递业管理多涉及运输行为规制。,交通运输违规
《道路旅客运输及站场管理规定》第三十七条,交通运输违规,运输||道路||客运,False,(匹配)交通运输,,交通运输违规
《快递安全生产操作规范》,交通运输违规,安全||安全生产||安全操作,False,(匹配)安全生产,,安全生产
《道路货物运输及站场管理规定》第二十三条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路旅客运输及客运站管理规定》第十二条的规定,交通运输违规,运输||道路||客运,False,(匹配)交通运输,,交通运输违规
《道路旅客运输及客运站管理规定》第八十条第（三）项,交通运输违规,运输||道路||客运,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第二十一条第一款,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第三十一条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路旅客运输及客运站管理规定》第四十八条,交通运输违规,运输||道路||客运,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第四十九条,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第四十九条,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第三十二条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第三十二条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第三十八条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第三十条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路旅客运输及客运站管理规定》第四十七条第一款,交通运输违规,运输||道路||客运,False,(匹配)交通运输,,交通运输违规
《道路旅客运输及客运站管理规定》第四十七条第一款,交通运输违规,运输||道路||客运,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第十四条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《山东省道路运输条例》第六十六条第（三）项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《山东省道路运输条例》第六十七条第（四）项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《山东省道路运输条例》第六十九条第（三）项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《山东省道路运输条例》第六十五条第(六)项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第十九条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第十九条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《山东省道路运输条例》第六十七条第（六）项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第六十七条第（二）项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第六十七条第（二）项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第六十一条第（二）项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第六十一条第(二)项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第六十三条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第五十八条第二款,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第六十条第二项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第六十八条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第六十八条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第六十八条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第六十五条第二款,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第六十九条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第六十三条第一款,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第十三条的规定,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第五十八条第二款,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《山东省道路运输条例》第七十条第七项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《山东省道路运输条例》第六十七条第(四)项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第六十条第（二）项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《山东省道路运输条例》第六十七条第(四)项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第十三条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第十三条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《山东省道路运输条例》第六十七条第(六)项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第五十八条第一款,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《山东省道路运输条例》第五十六条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《山东省道路运输条例》第五十四条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路运输车辆动态监督管理办法》第三十六条第(二)项,交通运输违规,运输||道路||车辆,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第六十条第（二）项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路运输车辆动态监督管理办法》第三十六条,交通运输违规,运输||道路||车辆,False,(匹配)交通运输,,交通运输违规
《道路运输车辆动态监督管理办法》,交通运输违规,运输||道路||车辆,False,(匹配)交通运输,,交通运输违规
《道路运输车辆动态监督管理办法》第三十七条,交通运输违规,运输||道路||车辆,False,(匹配)交通运输,,交通运输违规
《道路运输车辆动态监督管理办法》第三十八条第一项,交通运输违规,运输||道路||车辆,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第七十六条第(五)项,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第七十六条,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第七十六条,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第七十六条第(五)项,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《中华人民共和国公路法》第七十六条第(五)项,交通运输违规,公路法,False,(匹配)交通运输,,交通运输违规
《广东省交通运输行政处罚裁量标准(道路运政)》第26项,交通运输违规,交通运输||运输||道路||交通,False,(匹配)交通运输,,交通运输违规
《广东省交通运输行政处罚裁量标准(道路运政)》第64项,交通运输违规,交通运输||运输||道路||交通,False,(匹配)交通运输,,交通运输违规
《广东省交通运输行政处罚裁量标准(道路运政)》第64项,交通运输违规,交通运输||运输||道路||交通,False,(匹配)交通运输,,交通运输违规
《广东省交通运输行政处罚裁量标准(道路运政)》第64项,交通运输违规,交通运输||运输||道路||交通,False,(匹配)交通运输,,交通运输违规
《广东省交通运输行政处罚裁量标准(道路运政)》第64项,交通运输违规,交通运输||运输||道路||交通,False,(匹配)交通运输,,交通运输违规
《广东省交通运输行政处罚裁量标准(道路运政)》第90项,交通运输违规,交通运输||运输||道路||交通,False,(匹配)交通运输,,交通运输违规
《安徽省治理货物运输车辆超限超载条例》第三十条第(二)项,交通运输违规,运输||车辆||超载||超限,False,(匹配)交通运输,,交通运输违规
《道路运输证》,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第二十二第一款,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《安徽省治理货物运输车辆超限超载条例》第三十条第(二)项,交通运输违规,运输||车辆||超载||超限,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第五十九条第一款,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第五十九条,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第五十七条第（三）项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《道路货物运输及站场管理规定》第五十七条第(一)项,交通运输违规,运输||道路,False,(匹配)交通运输,,交通运输违规
《超限运输车辆行驶公路管理规定》第四十三条第一款第（二）项,交通运输违规,运输||车辆||超限,False,(匹配)交通运输,,交通运输违规
《超限运输车辆行驶公路管理规定》第四十三条第一款第（二）项,交通运输违规,运输||车辆||超限,False,(匹配)交通运输,,交通运输违规
《超限运输车辆行驶公路管理规定》第四十三条第一款第（二）项,交通运输违规,运输||车辆||超限,False,(匹配)交通运输,,交通运输违规
《超限运输车辆行驶公路管理规定》第四十三条第一款第（二）项,交通运输违规,运输||车辆||超限,False,(匹配)交通运输,,交通运输违规
《超限运输车辆行驶公路管理规定》第四十三条第一款第（二）项,交通运输违规,运输||车辆||超限,False,(匹配)交通运输,,交通运输违规
《超限运输车辆行驶公路管理规定》第四十三条第一款第二项的规定,交通运输违规,运输||车辆||超限,False,(匹配)交通运输,,交通运输违规
《超限运输车辆行驶公路管理规定》第四十三条第一款第二项,交通运输违规,运输||车辆||超限,False,(匹配)交通运输,,交通运输违规
《超限运输车辆行驶公路管理规定》第四十三条第一款第二项,交通运输违规,运输||车辆||超限,False,(匹配)交通运输,,交通运输违规
《超限运输车辆行驶公路管理规定》第四十三条第一款第(二)项,交通运输违规,运输||车辆||超限,False,(匹配)交通运输,,交通运输违规
《超限运输车辆行驶公路管理规定》第四十三条第二款,交通运输违规,运输||车辆||超限,False,(匹配)交通运输,,交通运输违规
《超限运输车辆行驶公路管理规定》第四十三条第一款第(二)项,交通运输违规,运输||车辆||超限,False,(匹配)交通运输,,交通运输违规
《中华人民共和国道路运输条例》第三十条,交通运输违规,ai,False,(匹配)交通运输,,交通运输违规
《超限运输车辆行驶公路管理规定》第四十六条第一款,交通运输违规,运输||车辆||超限,False,(匹配)交通运输,,交通运输违规
《超限运输车辆行驶公路管理规定》第四十六条,交通运输违规,运输||车辆||超限,False,(匹配)交通运输,,交通运输违规
《超限运输车辆行驶公路管理规定》第四十九条,交通运输违规,运输||车辆||超限,False,(匹配)交通运输,,交通运输违规
《超限运输车辆行驶公路管理规定》第四十三第一款第二项,交通运输违规,运输||车辆||超限,False,(匹配)交通运输,,交通运输违规
《公路安全保护条例》第三十三条第一款,交通运输违规,ai,False,(匹配)交通运输,,交通运输违规
